Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,Previous Defaults,Marital Status Change,Risk Rating
36,Non-binary,PhD,Divorced,80405.0,718.0,47145.0,Home,Self-employed,12,Fair,0.161459893346461,215079.0,2.0,1.0,1,Medium
23,Non-binary,High School,Divorced,88446.0,632.0,12996.0,Home,Unemployed,8,Fair,0.4995317125369312,,1.0,3.0,2,Medium
25,Non-binary,High School,Divorced,,,34755.0,Auto,Unemployed,13,Excellent,0.4676424989735213,,2.0,4.0,0,Low
51,Male,High School,Widowed,94095.0,775.0,25917.0,Personal,Unemployed,8,Good,0.2788766463672441,245070.0,3.0,0.0,2,Low
69,Male,PhD,Married,53782.0,675.0,30022.0,Business,Employed,15,Fair,0.2848244399935655,253643.0,3.0,1.0,0,Medium
50,Male,High School,Widowed,43055.0,714.0,17272.0,Business,Unemployed,19,Good,0.5631062180134251,258394.0,3.0,,0,Low
31,Female,Master's,Married,,614.0,18607.0,Business,Employed,14,Good,0.3815807227748421,20810.0,3.0,,1,Low
39,Non-binary,PhD,Widowed,60167.0,640.0,49153.0,Personal,Employed,3,Good,0.5250232863886181,,1.0,1.0,2,Medium
56,Male,High School,Divorced,83652.0,658.0,23069.0,Personal,Employed,9,Fair,0.3399652520968248,289222.0,,,2,Low
29,Male,High School,Widowed,113659.0,693.0,19823.0,Personal,Self-employed,19,Fair,0.5620271803406552,133697.0,2.0,2.0,1,Low
47,Male,Bachelor's,Divorced,,607.0,44991.0,Business,Employed,15,Fair,0.4419381812584712,40553.0,2.0,4.0,0,High
40,Female,PhD,Single,85524.0,670.0,19935.0,Business,Self-employed,8,Fair,0.1385157745756841,117424.0,,2.0,2,Low
64,Male,Master's,Married,90063.0,778.0,31225.0,Home,Self-employed,5,Fair,0.5480883163572638,261489.0,1.0,2.0,1,Low
46,Male,Bachelor's,Single,87446.0,744.0,43983.0,Personal,Employed,2,Poor,0.560691760999041,192157.0,0.0,1.0,0,Low
46,Male,PhD,Widowed,117409.0,647.0,,Auto,Unemployed,5,Fair,0.2241762850253313,102336.0,0.0,4.0,1,Medium
38,Female,Bachelor's,Divorced,35405.0,659.0,40654.0,Personal,Self-employed,10,Poor,0.373452485436654,72114.0,0.0,2.0,1,Medium
43,Non-binary,Master's,Single,105380.0,725.0,45785.0,Auto,Self-employed,19,Fair,0.1551533964864561,66091.0,0.0,3.0,1,Low
58,Non-binary,High School,Married,114965.0,,36760.0,Personal,Unemployed,16,Excellent,0.3553343789787642,,3.0,2.0,2,Low
48,Male,High School,Single,66489.0,628.0,16207.0,Auto,Self-employed,6,Poor,0.1308723790872579,113945.0,,,2,Low
36,Female,High School,Widowed,115479.0,639.0,15302.0,Home,Unemployed,7,Poor,0.1698131346784783,,3.0,4.0,1,High
24,Non-binary,PhD,Widowed,,664.0,42524.0,Business,Employed,8,Fair,0.2479535450341093,95208.0,3.0,1.0,2,Low
24,Non-binary,Bachelor's,Single,75998.0,,28182.0,Auto,Self-employed,9,Good,0.5751417244752168,284995.0,4.0,3.0,1,Medium
33,Male,High School,Divorced,91823.0,655.0,9400.0,Auto,Unemployed,13,Poor,0.2596903065143308,101670.0,4.0,1.0,1,Medium
46,Non-binary,Bachelor's,Single,70802.0,,18580.0,Home,Unemployed,5,Poor,0.4098569655595753,21175.0,3.0,4.0,0,Low
62,Male,Master's,Divorced,101573.0,655.0,38875.0,Business,Employed,4,Poor,0.1786829910308503,167301.0,2.0,,0,Medium
43,Male,High School,Divorced,51000.0,626.0,13897.0,Personal,Self-employed,0,Fair,0.1130903909519305,247503.0,2.0,2.0,1,Low
34,Female,Master's,Married,92657.0,665.0,,Business,Employed,11,Excellent,0.2086063694868481,26801.0,3.0,2.0,2,Low
20,Female,High School,Divorced,,730.0,28562.0,Personal,Unemployed,19,Good,0.5232535203991808,22990.0,,3.0,0,Low
18,Female,PhD,Divorced,77788.0,601.0,,Personal,Employed,18,Excellent,0.4392445141412089,,3.0,0.0,1,Low
32,Female,Bachelor's,Divorced,59726.0,744.0,31649.0,Personal,Employed,8,Good,0.2257159815822025,226212.0,0.0,0.0,2,Low
45,Non-binary,PhD,Single,118812.0,709.0,37768.0,Business,Employed,19,Good,0.2932814524211001,253258.0,3.0,2.0,0,Low
34,Non-binary,PhD,Divorced,80022.0,728.0,9231.0,Personal,Unemployed,17,Poor,0.2572199857228422,27556.0,1.0,,0,Low
67,Non-binary,Bachelor's,Married,71969.0,710.0,18862.0,Auto,Self-employed,17,Excellent,0.3587849328182313,292825.0,0.0,,1,Medium
26,Non-binary,High School,Widowed,,751.0,,Home,Unemployed,19,Poor,0.2173032084068779,172882.0,,3.0,1,Low
39,Male,Bachelor's,Widowed,66413.0,,42887.0,Home,Employed,15,Fair,0.2403816119423788,111416.0,2.0,4.0,2,Low
63,Non-binary,Master's,Single,56509.0,665.0,22409.0,Home,Unemployed,15,Fair,0.1641739207682685,151459.0,3.0,0.0,1,Low
62,Non-binary,Bachelor's,Divorced,110332.0,730.0,,Personal,Unemployed,2,Poor,0.365311406613678,100090.0,0.0,3.0,0,Low
69,Female,High School,Widowed,33859.0,,16590.0,Personal,Employed,13,Poor,0.4104478578399733,294699.0,1.0,1.0,2,Medium
36,Non-binary,High School,Divorced,,,49859.0,Auto,Unemployed,1,Fair,0.4203811993944166,171334.0,2.0,1.0,1,Low
61,Female,Master's,Single,54062.0,,9928.0,Personal,Employed,18,Poor,0.4234365922229698,86196.0,,0.0,2,Low
24,Female,Master's,Divorced,109468.0,,47276.0,Auto,Employed,10,Good,0.2459367702811944,,3.0,4.0,1,Medium
18,Non-binary,Master's,Divorced,,706.0,22074.0,Business,Employed,17,Good,0.3347843384486355,219995.0,3.0,1.0,2,Low
36,Male,Bachelor's,Divorced,33472.0,744.0,25885.0,Auto,Unemployed,17,Good,0.3202373189195283,176016.0,,0.0,2,Medium
23,Non-binary,High School,Widowed,33872.0,653.0,42585.0,Business,Unemployed,17,Fair,0.5723116924097748,230118.0,3.0,1.0,0,Low
44,Non-binary,High School,Widowed,74479.0,678.0,,Home,Employed,19,Excellent,0.5542929885820834,65458.0,,3.0,1,Low
52,Male,PhD,Divorced,66606.0,681.0,38025.0,Home,Employed,12,Excellent,0.3974607016298209,222611.0,1.0,2.0,0,Medium
52,Female,Bachelor's,Single,52977.0,748.0,19842.0,Auto,Self-employed,13,Fair,0.598452511963756,69131.0,,1.0,2,Low
29,Non-binary,High School,Divorced,39575.0,666.0,19738.0,Home,Employed,0,Fair,0.1890925990310256,94335.0,,,0,Low
36,Non-binary,Master's,Single,114585.0,651.0,5555.0,Business,Self-employed,2,Excellent,0.463956179080549,130428.0,,0.0,2,Low
46,Male,Bachelor's,Married,80763.0,666.0,31412.0,Personal,Self-employed,0,Good,0.5209306902805946,,0.0,0.0,0,High
28,Male,Bachelor's,Single,64954.0,627.0,34312.0,Business,Self-employed,14,Good,0.5048397580740995,126664.0,2.0,2.0,2,Medium
27,Non-binary,PhD,Married,72290.0,685.0,33552.0,Personal,Self-employed,4,Fair,0.3678426203136861,196677.0,2.0,0.0,1,High
41,Male,High School,Single,36650.0,704.0,8469.0,Personal,Employed,18,Excellent,0.2973592912756174,200146.0,0.0,2.0,0,Low
62,Male,Bachelor's,Widowed,57372.0,621.0,22171.0,Auto,Employed,17,Fair,0.4883773719367936,157482.0,2.0,1.0,2,Medium
68,Non-binary,Bachelor's,Married,107526.0,738.0,30290.0,Business,Self-employed,12,Good,0.3014865650918967,265996.0,3.0,3.0,0,Medium
35,Non-binary,Bachelor's,Divorced,,743.0,9667.0,Home,Employed,14,Fair,0.541882859312301,290200.0,2.0,4.0,1,Low
20,Male,PhD,Divorced,85283.0,700.0,,Personal,Employed,0,Good,0.3061983609322741,272681.0,4.0,4.0,0,Low
45,Non-binary,High School,Divorced,48604.0,701.0,25114.0,Auto,Unemployed,0,Poor,0.3142061364173235,162949.0,2.0,3.0,0,Low
23,Non-binary,Bachelor's,Widowed,70530.0,713.0,35866.0,Auto,Unemployed,17,Poor,0.4184821327874383,193718.0,,0.0,2,Low
66,Male,PhD,Married,70974.0,663.0,24047.0,Business,Employed,4,Fair,0.2008748435191219,140273.0,4.0,2.0,1,Medium
60,Non-binary,PhD,Widowed,48672.0,724.0,26889.0,Home,Unemployed,16,Excellent,0.2107614464187967,64304.0,3.0,0.0,0,High
66,Female,Master's,Divorced,,663.0,,Personal,Self-employed,19,Good,0.1079612582569315,188446.0,0.0,,1,Low
28,Female,PhD,Widowed,107804.0,,36046.0,Home,Unemployed,19,Excellent,0.3427433489645787,53511.0,3.0,3.0,0,Low
68,Female,High School,Divorced,44220.0,748.0,11040.0,Business,Unemployed,15,Poor,0.2608197876302723,39822.0,1.0,4.0,1,Low
62,Female,Master's,Single,62585.0,775.0,20545.0,Personal,Employed,17,Poor,0.5756069794297128,,3.0,2.0,2,High
34,Female,Master's,Widowed,80582.0,622.0,44352.0,Business,Self-employed,8,Fair,0.5370204882429773,209744.0,0.0,4.0,0,Low
65,Male,High School,Married,,784.0,43122.0,Home,Employed,13,Poor,0.59555458622857,51436.0,3.0,1.0,1,Low
59,Male,PhD,Divorced,50653.0,,,Auto,Unemployed,16,Good,0.2640926560100849,272095.0,2.0,2.0,0,High
63,Non-binary,Bachelor's,Divorced,81331.0,,10967.0,Personal,Unemployed,5,Fair,0.3927015206105525,219303.0,4.0,2.0,1,Low
25,Male,PhD,Single,,776.0,9825.0,Auto,Unemployed,16,Excellent,0.4788444568078782,184990.0,1.0,,2,Low
46,Female,Master's,Widowed,64867.0,624.0,11583.0,Personal,Employed,18,Fair,0.4684202212010641,148598.0,3.0,,0,High
40,Non-binary,High School,Married,83372.0,,43329.0,Auto,Employed,9,Good,0.1468367624492939,,2.0,2.0,0,Low
34,Male,Bachelor's,Single,84963.0,,27921.0,Auto,Unemployed,15,Poor,0.4504174517547198,297174.0,4.0,4.0,1,High
43,Non-binary,High School,Divorced,80623.0,711.0,5153.0,Auto,Employed,1,Poor,0.4392569205995766,81455.0,1.0,,2,Medium
20,Non-binary,PhD,Widowed,44601.0,769.0,6804.0,Home,Self-employed,18,Good,0.5610386505614718,,3.0,3.0,1,High
46,Non-binary,PhD,Married,68263.0,630.0,35291.0,Auto,Unemployed,2,Good,0.442127503401778,,4.0,4.0,0,Low
58,Male,High School,Widowed,,639.0,,Personal,Self-employed,15,Fair,0.2307870111413651,154255.0,2.0,4.0,1,Medium
64,Female,Bachelor's,Single,23692.0,642.0,42671.0,Personal,Self-employed,19,Good,0.1967031327382805,67380.0,0.0,1.0,0,Low
38,Female,Bachelor's,Single,,,43000.0,Personal,Self-employed,11,Good,0.354886159364865,102907.0,2.0,1.0,1,Medium
26,Male,High School,Married,44064.0,773.0,43698.0,Home,Unemployed,3,Fair,0.5654353081986773,46196.0,2.0,,1,Low
64,Female,PhD,Widowed,64549.0,740.0,40280.0,Business,Unemployed,4,Good,0.5439736467482643,209953.0,,,1,Medium
54,Female,Bachelor's,Married,72571.0,719.0,,Personal,Unemployed,0,Fair,0.1165373044315674,,4.0,0.0,0,Low
49,Non-binary,PhD,Widowed,110998.0,643.0,28784.0,Auto,Self-employed,2,Excellent,0.2821052753539059,254670.0,,3.0,2,Low
22,Male,High School,Divorced,86151.0,742.0,27726.0,Business,Employed,18,Fair,0.1338794915951772,36971.0,,2.0,0,Low
68,Male,Bachelor's,Widowed,,675.0,21238.0,Home,Unemployed,12,Good,0.5594125190839566,114308.0,3.0,0.0,0,Medium
65,Female,PhD,Divorced,27466.0,699.0,41512.0,Home,Employed,14,Poor,0.5791491590220509,264461.0,3.0,0.0,0,Low
58,Non-binary,Bachelor's,Single,,,39654.0,Business,Self-employed,2,Poor,0.461077384629743,203658.0,1.0,1.0,0,Medium
22,Female,High School,Divorced,71529.0,630.0,23201.0,Home,Unemployed,7,Fair,0.1841362982921393,58964.0,1.0,3.0,2,Medium
50,Male,Master's,Divorced,75387.0,772.0,28671.0,Home,Unemployed,12,Excellent,0.2390369253234829,191037.0,,3.0,2,High
64,Female,Master's,Married,97932.0,718.0,5765.0,Home,Employed,15,Poor,0.4820870408954889,154601.0,0.0,2.0,0,Low
48,Non-binary,High School,Divorced,103138.0,712.0,49634.0,Auto,Self-employed,13,Poor,0.4834353820593812,,1.0,1.0,0,Low
51,Female,Bachelor's,Married,57930.0,770.0,21688.0,Business,Unemployed,2,Fair,0.2510402997431723,37279.0,1.0,4.0,1,Low
40,Male,High School,Married,53770.0,691.0,32718.0,Auto,Employed,10,Good,0.3836099061558936,,,4.0,0,Low
58,Female,High School,Widowed,40396.0,792.0,5203.0,Home,Self-employed,5,Poor,0.5584851252027956,75310.0,0.0,,1,Low
46,Non-binary,Master's,Single,25969.0,790.0,11582.0,Auto,Unemployed,15,Excellent,0.4006154573071113,,2.0,1.0,2,Low
28,Non-binary,High School,Widowed,100876.0,684.0,34917.0,Personal,Employed,19,Excellent,0.4445194403170809,134015.0,4.0,4.0,1,Low
37,Female,High School,Widowed,35120.0,,8444.0,Auto,Unemployed,11,Excellent,0.5847019300637848,275467.0,0.0,1.0,1,Medium
52,Non-binary,Master's,Divorced,116854.0,792.0,,Business,Self-employed,19,Good,0.2948270201859203,116515.0,0.0,0.0,2,Low
19,Non-binary,PhD,Married,115672.0,605.0,6785.0,Personal,Unemployed,6,Good,0.5521531803790273,25998.0,,1.0,0,Medium
29,Non-binary,Master's,Single,31369.0,662.0,47231.0,Auto,Unemployed,14,Good,0.5047713284697808,,1.0,0.0,2,High
62,Female,Bachelor's,Divorced,69592.0,622.0,9854.0,Personal,Unemployed,8,Good,0.437022428897167,176158.0,0.0,0.0,2,Low
38,Non-binary,Master's,Widowed,,,,Home,Unemployed,3,Excellent,0.56242451312276,102357.0,3.0,0.0,2,High
41,Non-binary,Master's,Widowed,106623.0,695.0,,Personal,Self-employed,14,Poor,0.4464097799645997,80542.0,4.0,,2,Low
41,Non-binary,High School,Married,91310.0,,12305.0,Personal,Unemployed,3,Fair,0.5259030143278961,238389.0,0.0,1.0,2,Medium
44,Non-binary,High School,Married,102159.0,752.0,14123.0,Business,Self-employed,9,Good,0.1780388221281401,91623.0,4.0,4.0,1,Medium
52,Female,Master's,Single,92972.0,693.0,43403.0,Business,Self-employed,3,Excellent,0.208317776397313,95428.0,4.0,0.0,1,Low
37,Male,High School,Divorced,94525.0,794.0,10919.0,Home,Employed,18,Poor,0.1635994651242654,231128.0,,1.0,2,Low
63,Male,High School,Married,76790.0,788.0,14233.0,Business,Employed,14,Fair,0.169760787034363,50876.0,0.0,4.0,1,Low
19,Female,PhD,Divorced,20570.0,762.0,24492.0,Business,Self-employed,2,Excellent,0.432097434597068,,1.0,1.0,0,Low
40,Male,High School,Single,68967.0,741.0,40618.0,Auto,Employed,7,Good,0.3338732792028595,87760.0,2.0,1.0,0,Medium
55,Male,PhD,Single,46925.0,754.0,19093.0,Business,Employed,18,Fair,0.3915430520919083,288285.0,2.0,,0,Low
62,Male,Bachelor's,Married,114330.0,778.0,28281.0,Home,Self-employed,2,Excellent,0.231281728379261,175709.0,2.0,0.0,0,Low
60,Female,High School,Divorced,50614.0,706.0,47891.0,Auto,Self-employed,6,Excellent,0.4212392965274469,210897.0,,3.0,1,Low
65,Female,Master's,Divorced,,710.0,18780.0,Home,Unemployed,16,Poor,0.4992973167592752,128601.0,4.0,1.0,2,Medium
31,Male,Master's,Single,70799.0,739.0,,Home,Self-employed,15,Good,0.5726767819478226,153972.0,4.0,2.0,2,Low
49,Male,PhD,Widowed,,759.0,29129.0,Auto,Employed,4,Good,0.2771014894565825,83521.0,4.0,3.0,2,Low
21,Male,High School,Widowed,111521.0,717.0,,Business,Self-employed,4,Good,0.1421976065524603,110571.0,0.0,1.0,0,High
28,Male,PhD,Divorced,23975.0,679.0,,Auto,Self-employed,10,Poor,0.4019371868767997,,0.0,0.0,1,Low
26,Non-binary,PhD,Widowed,89269.0,716.0,21450.0,Business,Employed,2,Good,0.4443436408685232,189195.0,0.0,3.0,2,Medium
64,Female,PhD,Divorced,92852.0,,,Business,Unemployed,5,Excellent,0.4696631567533309,252246.0,2.0,2.0,1,High
38,Non-binary,Master's,Single,63558.0,720.0,45764.0,Personal,Employed,12,Good,0.1144189671775743,186067.0,3.0,0.0,2,Low
49,Non-binary,Master's,Divorced,28645.0,,22928.0,Home,Unemployed,16,Good,0.109616918752129,151873.0,2.0,2.0,2,Medium
21,Male,High School,Divorced,59695.0,696.0,42370.0,Personal,Employed,19,Excellent,0.5789621001203977,,2.0,,0,Low
55,Male,Bachelor's,Divorced,,602.0,49919.0,Home,Self-employed,2,Excellent,0.2291121409451043,97333.0,3.0,4.0,0,Low
65,Non-binary,Bachelor's,Divorced,,745.0,45728.0,Personal,Unemployed,12,Good,0.4606718203616439,71376.0,1.0,1.0,2,Low
38,Non-binary,High School,Widowed,107047.0,671.0,9851.0,Personal,Self-employed,15,Excellent,0.2210268269721728,136472.0,1.0,4.0,2,Low
62,Female,Master's,Single,34281.0,716.0,35619.0,Personal,Self-employed,13,Good,0.1882312953607784,159977.0,4.0,4.0,0,Low
29,Non-binary,Master's,Divorced,117660.0,705.0,27706.0,Home,Self-employed,17,Fair,0.5532679506918569,,,,2,Medium
32,Non-binary,Bachelor's,Married,93662.0,730.0,5388.0,Personal,Unemployed,12,Excellent,0.1522981137404004,68445.0,,4.0,1,Low
33,Male,High School,Widowed,99598.0,613.0,35259.0,Home,Unemployed,18,Poor,0.1386371291476139,25184.0,3.0,,0,Medium
19,Male,PhD,Widowed,,,,Auto,Employed,11,Excellent,0.2320186920808154,267513.0,0.0,3.0,1,Medium
51,Male,Bachelor's,Divorced,37881.0,,37335.0,Business,Self-employed,19,Good,0.1796185013290364,257407.0,,4.0,2,Low
41,Female,High School,Widowed,54206.0,,33354.0,Auto,Unemployed,18,Poor,0.2433523647229526,162102.0,2.0,3.0,1,Low
52,Male,PhD,Widowed,78860.0,710.0,9865.0,Auto,Employed,8,Poor,0.1806680741666298,68228.0,3.0,0.0,2,Low
35,Male,Master's,Widowed,61598.0,799.0,46795.0,Auto,Employed,11,Fair,0.1248997215660635,154706.0,1.0,2.0,1,Low
39,Non-binary,Bachelor's,Married,44009.0,777.0,,Personal,Self-employed,8,Good,0.3110527881406346,242929.0,2.0,0.0,1,Low
67,Female,Bachelor's,Widowed,29967.0,741.0,33341.0,Auto,Employed,13,Excellent,0.5164729119085065,45895.0,1.0,4.0,2,Medium
69,Male,High School,Divorced,65986.0,693.0,38728.0,Home,Unemployed,3,Fair,0.3586225963205092,,4.0,2.0,0,Low
58,Male,High School,Single,28833.0,753.0,13918.0,Business,Self-employed,5,Good,0.4548375474397079,292245.0,,2.0,1,Low
53,Male,PhD,Widowed,37358.0,658.0,35549.0,Business,Unemployed,4,Excellent,0.1109230441449062,222781.0,2.0,,2,Low
21,Male,Bachelor's,Married,45063.0,,9261.0,Home,Employed,8,Poor,0.1293522098140055,164344.0,1.0,0.0,0,Low
47,Non-binary,PhD,Married,36482.0,654.0,26110.0,Business,Unemployed,17,Good,0.2014640799337619,129168.0,1.0,4.0,2,Low
51,Male,Bachelor's,Divorced,28301.0,666.0,,Business,Self-employed,16,Poor,0.5477566898855718,214671.0,1.0,2.0,0,High
31,Male,Master's,Widowed,65039.0,790.0,20319.0,Home,Unemployed,17,Poor,0.4676553628765555,258931.0,2.0,,1,Medium
63,Non-binary,Bachelor's,Widowed,45379.0,720.0,20300.0,Home,Employed,5,Fair,0.1497151603032916,253132.0,4.0,0.0,2,Medium
54,Non-binary,Master's,Single,,746.0,20616.0,Home,Unemployed,1,Excellent,0.2803427677005836,34332.0,0.0,3.0,2,Low
63,Non-binary,High School,Widowed,85179.0,788.0,,Personal,Employed,12,Poor,0.4252410307730943,284821.0,2.0,,0,Medium
25,Female,PhD,Divorced,,,6616.0,Business,Unemployed,14,Poor,0.1000234348958032,261265.0,1.0,,0,Low
40,Female,High School,Divorced,78391.0,605.0,14240.0,Business,Unemployed,16,Fair,0.1784713632606281,262632.0,0.0,2.0,0,Low
30,Non-binary,Master's,Married,,670.0,,Business,Self-employed,7,Excellent,0.2198256944928112,55003.0,3.0,3.0,1,Low
66,Male,Bachelor's,Widowed,21713.0,766.0,,Home,Unemployed,10,Poor,0.4966968299849068,47585.0,,0.0,0,Medium
45,Female,Bachelor's,Divorced,21648.0,767.0,,Business,Self-employed,8,Poor,0.3977000410975939,166848.0,4.0,3.0,1,Low
62,Non-binary,PhD,Widowed,89108.0,,28874.0,Home,Unemployed,15,Good,0.5635887086347531,,4.0,,2,Low
62,Female,High School,Single,43070.0,746.0,16480.0,Auto,Unemployed,7,Excellent,0.5440690320686911,,4.0,4.0,0,High
45,Female,PhD,Widowed,111787.0,618.0,,Personal,Unemployed,1,Fair,0.1529427421099115,231598.0,2.0,2.0,2,Low
44,Non-binary,Bachelor's,Widowed,114472.0,727.0,42603.0,Personal,Unemployed,16,Good,0.4434385882664852,,2.0,3.0,0,Low
19,Non-binary,Bachelor's,Married,67109.0,738.0,33870.0,Business,Unemployed,7,Poor,0.4468404869487126,280008.0,2.0,2.0,0,Low
49,Non-binary,Master's,Widowed,,,9827.0,Auto,Employed,16,Poor,0.2173735754435216,58605.0,2.0,2.0,2,Low
36,Female,Master's,Divorced,64775.0,788.0,28936.0,Business,Employed,0,Poor,0.4177709946896611,,3.0,,0,Low
61,Non-binary,PhD,Widowed,56114.0,651.0,23306.0,Home,Self-employed,3,Fair,0.4342698867773726,111589.0,3.0,4.0,2,Low
62,Male,Master's,Divorced,108670.0,,15819.0,Business,Unemployed,16,Excellent,0.2108494947202252,226989.0,1.0,2.0,0,Medium
18,Male,Bachelor's,Divorced,101176.0,600.0,,Auto,Self-employed,3,Good,0.2154224713935549,285945.0,0.0,0.0,0,Medium
52,Non-binary,High School,Single,89506.0,662.0,24641.0,Home,Employed,13,Good,0.5519720798850197,96967.0,4.0,,0,Low
66,Female,High School,Divorced,83620.0,716.0,43313.0,Business,Unemployed,11,Excellent,0.5373215643399841,231841.0,,2.0,0,Low
62,Female,High School,Divorced,,665.0,13162.0,Home,Unemployed,11,Good,0.1980962607359903,,4.0,1.0,1,High
42,Female,Bachelor's,Widowed,48853.0,,,Home,Employed,17,Excellent,0.1535223288424599,114704.0,0.0,0.0,2,Low
37,Non-binary,Master's,Married,56680.0,761.0,35761.0,Personal,Employed,4,Excellent,0.2866083805703453,141228.0,0.0,0.0,0,Low
41,Non-binary,Master's,Widowed,95846.0,709.0,37711.0,Business,Employed,2,Excellent,0.3599243106566121,73292.0,3.0,2.0,1,Low
39,Male,Bachelor's,Married,48255.0,676.0,,Personal,Employed,3,Excellent,0.1862781431985842,104598.0,2.0,3.0,2,Low
43,Male,PhD,Divorced,33317.0,629.0,17096.0,Business,Employed,19,Poor,0.2289752133477535,126411.0,1.0,2.0,1,Low
52,Female,PhD,Single,114449.0,795.0,17398.0,Home,Unemployed,19,Good,0.3922337557065181,174681.0,,0.0,1,Low
52,Male,Master's,Divorced,46998.0,796.0,13787.0,Home,Self-employed,16,Poor,0.1452476502153872,229201.0,4.0,,0,High
22,Female,Bachelor's,Widowed,31467.0,654.0,38885.0,Personal,Employed,1,Poor,0.5841432415550556,73183.0,0.0,1.0,1,Low
59,Non-binary,PhD,Divorced,,643.0,49865.0,Auto,Employed,12,Good,0.4619584533503926,123051.0,,4.0,1,Low
38,Male,Bachelor's,Married,22369.0,745.0,17101.0,Business,Unemployed,3,Poor,0.4240805083668713,121824.0,2.0,3.0,1,Low
58,Female,Master's,Single,102782.0,623.0,16258.0,Personal,Unemployed,5,Fair,0.2099417692813343,171699.0,1.0,4.0,1,Medium
26,Female,Bachelor's,Single,,606.0,46037.0,Personal,Self-employed,18,Good,0.2912559134933461,134108.0,1.0,4.0,1,Medium
43,Non-binary,PhD,Widowed,76395.0,692.0,29491.0,Personal,Unemployed,17,Good,0.3432363200178956,110356.0,4.0,4.0,0,Medium
52,Male,High School,Married,,613.0,16884.0,Business,Self-employed,3,Good,0.150679059567494,219403.0,1.0,0.0,2,Low
51,Female,Bachelor's,Widowed,101144.0,698.0,,Business,Employed,14,Excellent,0.2258663992075099,68014.0,1.0,3.0,2,Medium
22,Male,High School,Single,39276.0,,7675.0,Home,Employed,12,Good,0.5530632051847566,,3.0,2.0,0,Low
66,Non-binary,High School,Widowed,,642.0,27859.0,Auto,Self-employed,17,Poor,0.2993169856551705,215026.0,4.0,,0,Low
23,Male,High School,Divorced,47757.0,,21906.0,Personal,Unemployed,5,Poor,0.3678241559184066,262271.0,0.0,2.0,0,Low
45,Non-binary,Master's,Single,,666.0,11856.0,Business,Employed,12,Excellent,0.3640827836219081,265256.0,2.0,0.0,1,Low
49,Non-binary,High School,Widowed,54954.0,625.0,34006.0,Business,Employed,7,Excellent,0.3072379274490624,64939.0,4.0,,2,Low
43,Male,PhD,Single,58218.0,,12688.0,Home,Unemployed,18,Good,0.4136811520841723,235064.0,,4.0,2,Low
58,Male,Master's,Divorced,68328.0,,47180.0,Auto,Self-employed,5,Fair,0.323908974957832,41520.0,4.0,1.0,0,Low
49,Non-binary,PhD,Divorced,85729.0,750.0,28665.0,Auto,Unemployed,9,Excellent,0.2727603646583394,143359.0,0.0,,0,Medium
27,Male,PhD,Married,79660.0,718.0,8771.0,Business,Employed,12,Good,0.3532917028588445,,,4.0,0,Low
62,Female,PhD,Married,84527.0,605.0,,Personal,Unemployed,14,Good,0.3112421404748482,29414.0,,3.0,1,Medium
34,Female,Bachelor's,Widowed,114025.0,630.0,25866.0,Home,Unemployed,4,Poor,0.1488460576305589,,,0.0,0,Low
45,Male,PhD,Widowed,101339.0,606.0,25114.0,Home,Employed,12,Poor,0.2279948742463306,142924.0,,2.0,2,Medium
43,Female,Bachelor's,Widowed,64890.0,713.0,44582.0,Personal,Unemployed,11,Poor,0.3785913250519204,,,0.0,1,Medium
56,Non-binary,Master's,Single,,620.0,37596.0,Personal,Unemployed,6,Poor,0.5258283676172107,212132.0,,2.0,0,Low
48,Male,High School,Married,65037.0,719.0,7050.0,Auto,Unemployed,2,Poor,0.1091481186924589,123478.0,,3.0,0,Low
21,Female,Master's,Widowed,50498.0,639.0,23663.0,Home,Unemployed,12,Excellent,0.5088910826981519,157562.0,,4.0,1,Low
19,Male,High School,Widowed,117305.0,621.0,44227.0,Home,Employed,19,Fair,0.3170162754096624,202118.0,2.0,4.0,1,Medium
45,Female,High School,Single,87345.0,696.0,27772.0,Home,Employed,1,Fair,0.3309350332277141,,3.0,3.0,2,Medium
19,Non-binary,PhD,Single,38242.0,725.0,31451.0,Personal,Self-employed,12,Excellent,0.3479308403500711,176217.0,3.0,1.0,2,Low
30,Male,PhD,Single,118053.0,743.0,11240.0,Business,Self-employed,10,Good,0.5584177213494069,,2.0,,2,Medium
47,Non-binary,PhD,Single,101986.0,752.0,19843.0,Personal,Unemployed,8,Fair,0.3016889478955181,293328.0,3.0,3.0,1,Low
52,Male,Bachelor's,Single,56214.0,637.0,36432.0,Auto,Self-employed,1,Good,0.5375632018018107,266803.0,0.0,4.0,1,Low
64,Female,High School,Divorced,37344.0,683.0,14890.0,Home,Employed,2,Excellent,0.2347341451263956,299810.0,4.0,3.0,1,Medium
36,Male,High School,Divorced,41485.0,,21268.0,Business,Self-employed,10,Good,0.5096952224885114,147634.0,1.0,,1,Medium
68,Non-binary,PhD,Divorced,82726.0,781.0,25677.0,Personal,Employed,2,Excellent,0.2968662506423826,84110.0,1.0,1.0,0,Low
21,Female,Master's,Widowed,,685.0,36942.0,Auto,Unemployed,12,Good,0.3569846860979583,118342.0,1.0,1.0,2,Low
